idx,name,reaction,sd_normal,sd_disease,k_lfc,v_lfc,ci_low,ci_high,pval,corr_pval,pathway,reaction_id
129,GLYCK2,1*atp + 1*glyc-R -> 1*2pg + 1*adp,0.261297862935193,0.328779547705383,-4.31032398214155,4.31032398214155,-4.67027651973927,-3.95037144454384,1.68156612829197e-09,8.62503736935503e-08,Glycolysis,NA
130,GLYPT,1*atp + 1*glyc-R -> 1*3pg + 1*adp,0.261297862935193,0.328779547705383,-4.31032398214155,4.31032398214155,-4.67027651973927,-3.95037144454384,1.68156612829197e-09,8.62503736935503e-08,Aminoacid Metabolism,NA
102,EX_arg-L,1*arg-L ->  ,0.163056201865433,0.214110210988042,-2.68293454158751,2.68293454158751,-2.9173844956284,-2.44848458754662,2.45029470720313e-09,8.62503736935503e-08,Exchange,R03313
143,ARGN,1*arg-L -> 1*orn + 1*urea,0.163056201865433,0.214110210988042,-2.68293454158751,2.68293454158751,-2.9173844956284,-2.44848458754662,2.45029470720313e-09,8.62503736935503e-08,Aminoacid Metabolism,NA
154,ARGDCm,1*arg-L -> 1*agm,0.163056201865433,0.214110210988042,-2.68293454158751,2.68293454158751,-2.9173844956284,-2.44848458754662,2.45029470720313e-09,8.62503736935503e-08,Aminoacid Metabolism,NA
166,ASNS1,1*asp-L + 1*atp + 1*gln -> 1*amp + 1*asn-L + 1*glu + 1*ppi,0.362585673696091,0.324368071322783,-3.34571599213574,3.34571599213574,-3.70083997536229,-2.99059200890918,1.22443884625321e-08,3.07858909915093e-07,Aminoacid Metabolism,NA
110,EX_pro-L,1*pro-L ->  ,0.195487249309178,0.140045303781396,-1.44589219268881,1.44589219268881,-1.59930061170776,-1.29248377366985,1.22031321808845e-08,3.07858909915093e-07,Exchange,R01252
139,GLYAMDTRc,1*arg-L + 1*gly -> 1*gudac + 1*orn,0.29596742165134,0.325795084303449,-3.19640597332905,3.19640597332905,-3.55309188306736,-2.83972006359074,1.84972447098225e-08,4.06939383616095e-07,Aminoacid Metabolism,NA
131,PGCD,1*3pg + 1*nad -> 1*3php + 1*nadh,0.939058347118838,1.11466793670862,-9.89401208341344,9.89401208341344,-11.1142297639199,-8.67379440290701,4.2097626290011e-08,7.40918222704194e-07,Aminoacid Metabolism,NA
153,PRO1x,1*nad + 1*pro-L -> 1*glu5sa + 1*nadh,0.218610570285864,0.602700024645967,-5.40359362267435,5.40359362267435,-6.0633813513057,-4.74380589404301,3.87804712218398e-08,7.40918222704194e-07,Aminoacid Metabolism,NA
140,GLYAMDTRc,1*gudac + 1*orn -> 1*arg-L + 1*gly,0.27501578256192,0.263482246412062,-2.17903950641959,2.17903950641959,-2.46752333727023,-1.89055567556896,7.52487184472957e-08,1.01875188051723e-06,Aminoacid Metabolism,NA
112,EX_orn,1*orn ->  ,0.27501578256192,0.263482246412062,-2.17903950641959,2.17903950641959,-2.46752333727023,-1.89055567556896,7.52487184472953e-08,1.01875188051723e-06,Exchange,R00355
155,ORNDC,1*orn -> 1*ptrc,0.27501578256192,0.263482246412062,-2.17903950641959,2.17903950641959,-2.46752333727023,-1.89055567556896,7.52487184472953e-08,1.01875188051723e-06,Aminoacid Metabolism,NA
8,GAPDH,1*g3p + 1*nad + 1*pi -> 1*13dpg + 1*nadh,0.669786321472211,0.599542701134568,-4.74572268412881,4.74572268412881,-5.40205428082097,-4.08939108743665,1.07504016738083e-07,1.35147906756447e-06,Glycolysis,R01061
78,EX_gln,1*gln ->  ,0.424974578943896,0.381992326132588,-2.72039558488333,2.72039558488333,-3.13859293457805,-2.30219823518861,2.54131306395098e-07,2.79544437034608e-06,Exchange,R00303
165,GLUNm,1*gln -> 1*glu,0.424974578943896,0.381992326132588,-2.72039558488333,2.72039558488333,-3.13859293457805,-2.30219823518861,2.54131306395098e-07,2.79544437034608e-06,Aminoacid Metabolism,NA
135,GHMT2r,1*ser-L -> 1*gly,0.378738089091868,0.332245461667443,-2.3037737730086,2.3037737730086,-2.66751991662207,-1.94002762939513,3.15581084412411e-07,3.08568171425469e-06,Aminoacid Metabolism,NA
137,SERD_L,1*ser-L -> 1*pyr,0.378738089091868,0.332245461667443,-2.3037737730086,2.3037737730086,-2.66751991662207,-1.94002762939513,3.15581084412411e-07,3.08568171425469e-06,Aminoacid Metabolism,NA
5,ENO,1*pep -> 1*2pg,0.900644051153231,0.972581115976647,-6.24644129464414,6.24644129464414,-7.31112128217687,-5.18176130711141,5.85212262704994e-07,4.96443181752154e-06,Glycolysis,R00658
66,PCK,1*pep + 1*gdp -> 1*oaa + 1*gtp,0.900644051153231,0.972581115976647,-6.24644129464414,6.24644129464414,-7.31112128217687,-5.18176130711141,5.85212262704997e-07,4.96443181752154e-06,TCA cycle,R00431
14,PGK,1*3pg + 1*atp -> 1*13dpg + 1*adp,1.0810720575743,0.93621412288773,-5.93631065342789,5.93631065342789,-6.96118100212992,-4.91144030472586,6.48760976153379e-07,4.96443181752154e-06,Glycolysis,R01512
17,PGM,1*3pg -> 1*2pg,1.0810720575743,0.93621412288773,-5.93631065342789,5.93631065342789,-6.96118100212992,-4.91144030472586,6.48760976153383e-07,4.96443181752154e-06,Glycolysis,R01518
146,ORNTArm,1*akg + 1*orn -> 1*glu + 1*glu5sa,0.275015782561921,0.606053635916542,-3.85821097151708,3.85821097151708,-4.52166969792607,-3.19475224510808,6.28375254165639e-07,4.96443181752154e-06,Aminoacid Metabolism,NA
86,EX_nad,1*nad ->  ,0.396349344675097,0.635414860081415,-3.95770142998555,3.95770142998555,-4.65330019333893,-3.26210266663217,7.48952413326181e-07,5.06983172097723e-06,Exchange,R00582
149,G5SAor,1*glu5sa + 1*nad -> 1*nadh + 1*glu,0.396349344675097,0.635414860081415,-3.95770142998555,3.95770142998555,-4.65330019333893,-3.26210266663217,7.48952413326181e-07,5.06983172097723e-06,Aminoacid Metabolism,NA
49,ICDH3,1*nad + 1*icit -> 1*nadh + 1*akg,0.396349344675097,0.635414860081415,-3.95770142998555,3.95770142998555,-4.65330019333893,-3.26210266663217,7.48952413326182e-07,5.06983172097723e-06,TCA cycle,R00709
60,SUCL+OGDH,1*akg + 1*nad + 1*gdp + 1*pi -> 1*succ + 1*gtp + 1*nadh,0.669786321472211,1.03705442080313,-6.4248941492263,6.4248941492263,-7.56015084372242,-5.28963745473018,7.81650495262902e-07,5.0952032283804e-06,TCA cycle,R00432
144,ALATA_L,1*akg + 1*ala-L -> 1*glu + 1*pyr,0.327431210161689,0.642629859966267,-3.94413267542359,3.94413267542359,-4.64762929807801,-3.24063605276917,8.42862459156146e-07,5.29799260041006e-06,Aminoacid Metabolism,NA
20,PYK,1*adp + 1*pep -> 1*atp + 1*pyr,1.07454926850973,1.16031175127361,-7.0863118824305,7.0863118824305,-8.35649441985071,-5.81612934501029,8.76745216954365e-07,5.32093648910235e-06,Glycolysis,R00200
68,GLUDx,1*glu + 1*nad -> 1*akg + 1*nadh,0.456173695575462,0.683452180924286,-3.9007021221905,3.9007021221905,-4.6488847723388,-3.1525194720422,1.50627661142725e-06,8.83682278703986e-06,TCA cycle,R00243
58,SUCL+OGDH,1*akg + 1*nad + 1*adp + 1*pi -> 1*succ + 1*atp + 1*nadh,0.939205349536796,1.31712691119596,-7.26476473701265,7.26476473701265,-8.70660819829915,-5.82292127572616,1.9760836961239e-06,1.12190558231551e-05,TCA cycle,R00405
7,FBA,1*dhap + 1*g3p -> 1*fdp,1.42439924880219,1.04424890696906,5.59266125910545,-5.59266125910545,4.44952900120433,6.73579351700657,2.494961923211e-06,1.33064635904587e-05,Glycolysis,R01068
21,TPI,1*dhap -> 1*g3p,1.42439924880219,1.04424890696906,5.59266125910545,-5.59266125910545,4.44952900120433,6.73579351700656,2.494961923211e-06,1.33064635904587e-05,Glycolysis,R01015
27,PGD,1*nadp + 1*6pgc -> 1*nadph + 1*ru5p-D,1.07688972207409,1.06328268059518,-5.39833335389021,5.39833335389021,-6.56230125353893,-4.2343654542415,3.80204802279328e-06,1.96811897650476e-05,Pentose phosphate,R01528
122,PDH,1*nad + 1*pyr -> 1*nadh + 1*accoa,0.880077516739323,1.11928596131869,-5.51800588050723,5.51800588050723,-6.74327876628833,-4.29273299472612,4.78839600956852e-06,2.40787913624017e-05,Glycolysis,R00820
157,PTRCOX1+ABUTD,1*ptrc + 1*nad -> 1*4abut + 1*nadh,1.16203773756952,1.10446240023963,-5.18286652121874,5.18286652121874,-6.39191252578475,-3.97382051665273,7.03658363192739e-06,3.44010755338672e-05,Aminoacid Metabolism,NA
138,SPTix +HPYRRy,1*pyr + 1*ser-L + 1*nadph -> 1*ala-L + 1*glyc-R + 1*nadp,0.899955054316783,0.93076800867592,-3.86407822353028,3.86407822353028,-4.88298691085942,-2.84516953620113,1.80841984813674e-05,8.60221333167745e-05,Aminoacid Metabolism,NA
134,PSP_L,1*pser-L -> 1*pi + 1*ser-L,0.51908603896483,0.46031472103002,-1.75265870605883,1.75265870605883,-2.25658754618903,-1.24872986592863,3.47944152392672e-05,0.000161153081108185,Aminoacid Metabolism,NA
23,LDH,1*nad + 1*lac-L -> 1*nadh + 1*pyr,0.831168270741636,1.11859156179721,-4.16448440017104,4.16448440017104,-5.38899714876124,-2.93997165158084,4.11420613558873e-05,0.000185666738426568,Glycolysis,R00703
34,RPE,1*ru5p-D -> 1*xu5p-D,0.263820725147034,0.344341061841777,1.2537292995836,-1.2537292995836,0.876743879463306,1.6307147197039,4.85984595842724e-05,0.000203650687781716,Pentose phosphate,R01529
37,RPI,1*ru5p-D -> 1*r5p,0.263820725147034,0.344341061841777,1.2537292995836,-1.2537292995836,0.876743879463306,1.6307147197039,4.85984595842724e-05,0.000203650687781716,Pentose phosphate,R01056
28,PGD,1*nadph + 1*ru5p-D -> 1*nadp + 1*6pgc,0.263820725147034,0.344341061841777,1.2537292995836,-1.2537292995836,0.876743879463304,1.6307147197039,4.85984595842731e-05,0.000203650687781716,Pentose phosphate,R01528
118,EX_acgam6p,1*acgam6p ->  ,0.471314194573532,0.81925072079622,-2.71153533179197,2.71153533179197,-3.60837040164493,-1.814700261939,9.78002555227555e-05,0.000382507666044555,Exchange,R00497
176,AGDC,1*acgam6p -> 1*gam6p,0.471314194573532,0.81925072079622,-2.71153533179197,2.71153533179197,-3.60837040164493,-1.814700261939,9.78002555227555e-05,0.000382507666044555,Aminosugar metabolism,NA
72,HA,1*pi + 1*adp -> 1*atp,0.617739520237993,0.491452722342286,-1.62789184192962,1.62789184192962,-2.16590483007868,-1.08987885378056,9.72625738830882e-05,0.000382507666044555,Oxidative Phosphorylation,R00086
53,MDH,1*nad + 1*mal-L -> 1*nadh + 1*oaa,1.14944456449887,1.03447467707872,-3.39911555913057,3.39911555913057,-4.53154829477114,-2.26668282349,0.000103075750922756,0.000385985790689468,TCA cycle,R00342
61,ME1,1*mal-L + 1*nad -> 1*pyr + 1*nadh,1.14944456449887,1.03447467707872,-3.39911555913057,3.39911555913057,-4.53154829477114,-2.26668282349,0.000103075750922756,0.000385985790689468,TCA cycle,R00214
160,POX+OTHER,1*pro-L + 1*nad + 1*nadp + 2*akg -> 1*succ + 1*glu + 1*pyr + 1*nadh + 1*nadph,0.578142240636975,3.220691168927,-10.1670259940614,10.1670259940614,-13.6926565925847,-6.64139539553811,0.000137524879527191,0.000485489488536591,Aminoacid Metabolism,NA
85,EX_amp,1*amp ->  ,0.970758341385998,1.25129832529393,3.94851113784653,-3.94851113784653,2.5787283307002,5.31829394499287,0.00013792315015244,0.000485489488536591,Exchange,R04173
33,PRPS,1*amp + 1*prpp -> 1*atp + 1*r5p,0.970758341385998,1.25129832529393,3.94851113784653,-3.94851113784653,2.5787283307002,5.31829394499287,0.000137923150152441,0.000485489488536591,Pentose phosphate,R01049
128,RBT,1*rbt + 1*nad -> 1*rib-D + 1*nadh,0.651696456769734,1.01838319473572,-3.03244617662175,3.03244617662175,-4.14726411070963,-1.91762824253387,0.000208154948058166,0.000704524439581486,Pentose phosphate,NA
4,ENO,1*2pg -> 1*pep,2.37302266647306,2.029434402912,-5.66458877200454,5.66458877200454,-7.88617710351605,-3.44300044049304,0.000326435575254296,0.00106393817119919,Glycolysis,R00658
16,PGM,1*2pg -> 1*3pg,2.37302266647306,2.029434402912,-5.66458877200454,5.66458877200454,-7.88617710351605,-3.44300044049304,0.000326435575254296,0.00106393817119919,Glycolysis,R01518
52,ICDH1,1*akg + 1*nadph -> 1*icit + 1*nadp,0,0.615552349285447,-1.67917146509748,1.67917146509748,-2.3530278730763,-1.00531505711867,0.000382099973077703,0.00120088562967278,TCA cycle,R00267
71,GLUDy,1*akg + 1*nadph -> 1*glu + 1*nadp,0,0.615552349285447,-1.67917146509748,1.67917146509748,-2.3530278730763,-1.00531505711867,0.000382099973077703,0.00120088562967278,TCA cycle,R00248
161,ASPTA,1*akg + 1*asp-L -> 1*glu + 1*oaa,0.51726547464198,0.869987579140744,-2.30449187234989,2.30449187234989,-3.25686653099366,-1.35211721370612,0.000466441848614525,0.00141540974751994,Aminoacid Metabolism,NA
145,ALATA_L,1*glu + 1*pyr -> 1*akg + 1*ala-L,0.444452776231348,0.567414396100536,-1.50330514272663,1.50330514272663,-2.12446789867107,-0.882142386782186,0.000465902811349373,0.00141540974751994,Aminoacid Metabolism,NA
50,ICDH3,1*nadh + 1*akg -> 1*nad + 1*icit,0.579182540493749,0.758746638152584,-1.71840926843332,1.71840926843332,-2.54901314437951,-0.887805392487137,0.00129873134155018,0.00380961193521386,TCA cycle,R00709
69,GLUDx,1*akg + 1*nadh -> 1*glu + 1*nad,0.579182540493749,0.758746638152584,-1.71840926843332,1.71840926843332,-2.54901314437951,-0.887805392487137,0.00129873134155018,0.00380961193521386,TCA cycle,R00243
64,ME2,1*pyr + 1*nadph -> 1*mal-L + 1*nadp,0.680289636043733,0.717692098884812,-1.56030445052168,1.56030445052168,-2.34596783942522,-0.774641061618141,0.0016767790252071,0.00475988884574926,TCA cycle,R00216
67,PC,1*pyr + 1*atp -> 1*oaa + 1*adp + 1*pi,0.680289636043733,0.717692098884812,-1.56030445052168,1.56030445052168,-2.34596783942522,-0.774641061618139,0.00167677902520712,0.00475988884574926,TCA cycle,R00344
172,AMPTASECG,1*cgly -> 1*cys-L + 1*gly,0.679565315537718,1.00952415654629,-1.85870398975551,1.85870398975551,-2.96382423734214,-0.753583742168894,0.00447721721019208,0.0121229265999047,Gluthatione metabolism,NA
74,GPX,2*gthrd -> 1*gthox,2.00396962272725,1.94729587680192,-2.91968320735491,2.91968320735491,-5.05135644186012,-0.788009972849709,0.0131495187079685,0.0330633321468511,Gluthatione metabolism,R00274
95,EX_gthrd,1*gthrd ->  ,1.00198481136362,0.973647938400961,-1.45984160367746,1.45984160367746,-2.52568940398718,-0.393993803367729,0.0131501889220431,0.0330633321468511,Exchange,R00551
171,DESGTH,1*gthrd -> 1*cgly + 1*glu,1.00198481136362,0.973647938400961,-1.45984160367746,1.45984160367746,-2.52568940398718,-0.393993803367729,0.0131501889220431,0.0330633321468511,Gluthatione metabolism,NA
121,HEX1,1*atp + 1*glc-D -> 1*adp + 1*g6p,1.25144438272843,1.59041352007186,-2.36022667648429,2.36022667648429,-4.10122961875692,-0.619223734211664,0.0138194487572441,0.0335524999188061,Glycolysis,R00899
100,EX_glc,1*glc-D ->  ,1.25144438272843,1.59041352007186,-2.36022667648429,2.36022667648429,-4.10122961875692,-0.619223734211662,0.0138194487572441,0.0335524999188061,Exchange,R00245
24,LDH,1*nadh + 1*pyr -> 1*nad + 1*lac-L,0.838989477239915,1.08245773466104,-1.59954225385752,1.59954225385752,-2.78450045912282,-0.414584048592215,0.0141073011022253,0.0335524999188061,Glycolysis,R00703
62,ME1,1*pyr + 1*nadh -> 1*mal-L + 1*nad,0.838989477239915,1.08245773466104,-1.59954225385752,1.59954225385752,-2.78450045912282,-0.414584048592215,0.0141073011022253,0.0335524999188061,TCA cycle,R00214
158,ABTArm,1*4abut + 1*akg -> 1*glu + 1*succ,0.417982241322799,1.11489615347342,-1.48900111668049,1.48900111668049,-2.70946861884062,-0.26853361452036,0.0224744045665889,0.0494436900464955,Aminoacid Metabolism,NA
